Coin,Description,Rank,Market capitalization,Market capitalization - Currency,Social dominance %,Category
HTR,Hathor,1356,8043160.76858217,USD,0.09527218232520773,"Smart contract platforms, Scaling, DeFi, Real-world assets"
PLU,Pluton,1357,8100000.251999999,USD,0.0034761471929467685,"Payments, Loyalty and rewards"
BZZ,Swarm,1358,7937965.7370899785,USD,0.008754741078532602,"Developments tools, Distributed computing and storage, DePIN"
ACM,AC Milan Fan Token,1359,7911700.3302,USD,0.029740370428544577,"Sports, Fan tokens"
USDQ,Quantoz USDQ,1360,7932647.50894,USD,,Stablecoins
BCUT,bitsCrunch,1361,8025153.568748564,USD,0.011844649694485286,"Distributed computing and storage, Data management and AI, NFTs and collectibles, Interoperability, Web3, DePIN"
ZTX,ZTX,1362,7905726.0606969,USD,,"Gaming, Metaverse"
PX,Not Pixel,1363,7805767.137768,USD,,"Memes, Gaming, NFTs and collectibles"
FLT,Fluence,1364,7918827.266169329,USD,0.01647951261841431,DePIN
DEGOD,DEGOD,1365,7907500,USD,0.0033474010006154064,Memes
G7,Game7,1366,7799759.9932176005,USD,,"Gaming, Web3"
LQR,Laqira Protocol,1367,7853411.68371,USD,0.0021886852696331506,NFTs and collectibles
LABUBU,LABUBU SOL,1368,8211007.040586553,USD,,
10SET,Tenset,1369,7859886.290651492,USD,0.0002574923846627236,
VOLT,Volt Inu,1370,7826650.095581407,USD,0.06115444135739686,"Memes, Cryptocurrencies, Decentralized exchange, Gaming, Data management and AI, NFTs and collectibles, Payments, DeFi, DAO, Exchange tokens"
KRRX,Kyrrex,1371,7825500.000000001,USD,,
SAITO,Saito,1372,7830476.098355,USD,0.005149847693254472,Gaming
HOLD,Holdstation,1373,7832566.7,USD,0.11291041067460429,"Privacy, Data management and AI, Payments"
VNO,Veno Finance,1374,7830913.684662,USD,0.009784710617183497,Privacy
ASF,Asymmetry Finance,1375,7812355.9494,USD,,DeFi
ASSDAQ,ASSDAQ,1376,7617500,USD,,
LINGO,Lingo,1377,7793868.700884,USD,0.014419573541112521,
SWCH,Swisscheese,1378,7802160.588689078,USD,0.010170949194177582,
ABEL,Abelian,1379,7790410.813440001,USD,0.0016737005003077032,Privacy
UFO,UFO Gaming,1380,7709757.575757499,USD,0.020599390773017888,"Gaming, NFTs and collectibles, Metaverse"
AGT,Alaya Governance Token,1381,7635024.6409668,USD,,Data management and AI
TRUF,TRUF,1382,7757199.503976,USD,0.09746086759484089,Real-world assets
DMTR,Dimitra,1383,7672641.675648515,USD,0.07905016209145616,"Distributed computing and storage, Internet of things, Data management and AI, DePIN"
MINIMA,Minima,1384,7705026.673045,USD,,
LM,LeisureMeta,1385,7645831.295865973,USD,,
KYVE,KYVE Network,1386,7622156.493577377,USD,0.005407340077917195,"Distributed computing and storage, Scaling, DePIN"
NIBI,Nibiru Chain,1387,7628206.585830403,USD,0.004506116731597664,"Smart contract platforms, DeFi, Made in America"
EVR,Evernode,1388,7455061.6881615,USD,,
BXN,BlackFort Exchange Network,1389,7596834.697528,USD,0.005278593885585834,
LIME,iMe Lab,1390,7566800.870468,USD,0.013260857810130266,"Data management and AI, NFTs and collectibles, Payments, Social media and content, DeFi, Web3"
PAW,PAW,1391,7532952.4539129855,USD,0.061798172319053664,"Smart contract platforms, DeFi"
AUR,Aurix,1392,7548510,USD,,
HDN,Hydranet,1393,7525476.873722489,USD,0.0027036700389585977,"Interoperability, DeFi, DAO"
KAN,KAN,1394,7525186.390082003,USD,0.018539451695716098,"Social media and content, Analytics"
FANC,FANC,1395,7599753.315272341,USD,0.004506116731597664,
MUMU,Mumu the Bull (SOL),1396,7584120.111899074,USD,0.0583220251261069,Memes
TONIC,Tectonic,1397,7434493.736072062,USD,0.005149847693254472,
AP,America Party,1398,7504500,USD,,Memes
ANT,Autonomi,1399,7447553.442005,USD,,
NAI,Nuklai,1400,7327568.3134408,USD,,Marketplace
ICBX,ICB Network,1401,7388415.769060466,USD,0.003862385769940854,
STAMP,STAMP,1402,7370400,USD,,NFTs and collectibles
FLIP,Chainflip,1403,7404600.88305,USD,0.02240183746565695,"Decentralized exchange, Interoperability, DeFi, Exchange tokens"
REDO,Resistance Dog,1404,7406400.000000001,USD,0.015063304502769331,
SPEC,Spectral,1405,7377179.67191,USD,0.0007724771539881708,Data management and AI
ARG,Argentine Football Association Fan Token,1406,7346765.5304,USD,0.00862599488620124,"Sports, Fan tokens"
CDCETH,Crypto.com Staked ETH,1407,7336960,USD,,Rehypothecated assets
GRAIL,Camelot Token,1408,7203689.531,USD,0.0158357816567575,
AUTOS,CryptoAutos,1409,7224934.660391,USD,,Real-world assets
TRRUE,TRRUE,1410,7263300,USD,,
WXM,WeatherXM,1411,7320600,USD,,DePIN
XPM,XPMarket,1412,7211301.732667,USD,,
MOTHER,Mother Iggy,1413,7185433.479564384,USD,0.03321651762149134,"Memes, Social media and content"
BUZZ,Hive AI,1414,7149450.140864001,USD,,Data management and AI
DMAIL,Dmail Network,1415,7028948.2553493595,USD,0.001931192884970427,"Privacy, Distributed computing and storage, Social media and content, Web3, DePIN"
XU3O8,xU3O8,1416,7125279.999999999,USD,,
RWA,Allo,1417,7121160,USD,,Real-world assets
FEG,Feed Every Gorilla,1418,7201232.948055989,USD,0.000643730961656809,"Memes, Smart contract platforms, Lending and borrowing, Interoperability, DeFi"
TRAC,trac (Ordinals),1419,7073220,USD,0.0001287461923313618,NFTs and collectibles
YURU,YURU COIN,1420,7128161.207279292,USD,,Memes
NEXA,Nexa,1421,7063771.909999999,USD,0.02600673085093508,"Cryptocurrencies, Smart contract platforms, Scaling, DeFi"
GIKO,Giko Cat,1422,7152219.04428,USD,0.07119664435924308,Memes
RAIN,Rain Coin,1423,7076400,USD,0.017766974541727928,Memes
VRTX,Vertex Protocol,1424,6974950.015492732,USD,0.07287034485955078,"Decentralized exchange, DeFi, Exchange tokens"
WANGCHAI,wechat doge,1425,7028760.5388416,USD,,Memes
USDR,StablR USD,1426,6942289.917430799,USD,,"Stablecoins, Asset-backed stablecoins"
RFC,Retard Finder Coin,1427,6925756.4082837,USD,,
BTSE,BTSE Token,1428,6917893.8946,USD,0.0033474010006154064,"Centralized exchange, Exchange tokens"
APTM,Apertum,1429,6878732.1967,USD,,
BRIC,Redbrick,1430,6879744.927,USD,,"Gaming, Data management and AI, Web3"
QTCON,Quiztok,1431,6846239.2855910165,USD,0.0011587157309822561,Social media and content
MPC,Partisia Blockchain,1432,6844927.197121838,USD,0.0299978628132073,Enterprise solutions
CIRX,Circular Protocol,1433,6831381.375719095,USD,,
ZEPH,Zephyr Protocol,1434,6719855.959880799,USD,0.022015598888662866,DeFi
NTX,NuNet,1435,6876218.915265,USD,0.004892355308591749,"Distributed computing and storage, Data management and AI, DePIN"
NEKO,Neonneko,1436,6733970.2867349,USD,,Memes
JUNO,JUNO,1437,6832642.9151736,USD,,
MONKY,Wise Monkey,1438,6809775,USD,0.009269725847858049,"Memes, Gaming"
HEU,Heurist AI,1439,6769901.762184001,USD,,Data management and AI
DEBT,DebtCoin,1440,6928387.750588801,USD,,
PUSS,PussFi,1441,6767388.9940105,USD,,
VMC,VMS Classic,1442,6801000.000000001,USD,,
AST,AirSwap,1443,6734909.991556001,USD,0.016093274041420226,"Decentralized exchange, DeFi, Exchange tokens"
TAVA,ALTAVA,1444,6719119.080581777,USD,0.0002574923846627236,
DONKEY,Donkey (DONKEY_BSC_MEME),1445,6874400,USD,,Memes
HAIO,HAiO,1446,6710052,USD,,
XX,xx network,1447,6871476.190605389,USD,,
PALM,Palm Economy,1448,6693168.672642028,USD,,
CAT,CatCoin,1449,6703000,USD,0.27513061301212016,"Memes, Social media and content, Made in America"
TITCOIN,titcoin,1450,6734577.0563364,USD,,Memes
BOOP,Boop,1451,6653945.883455317,USD,,Memes
GORK,New XAI gork,1452,6631859.520275099,USD,,Memes
ALEX,ALEX Lab,1453,6625295.419625199,USD,0.019054436465041544,"Lending and borrowing, DeFi"
PBTC,Purple Bitcoin,1454,6143587.20228,USD,,
OVR,OVR,1455,6573723.3853779,USD,0.003218654808284045,"Gaming, Distributed computing and storage, NFTs and collectibles, Metaverse, DePIN"
SCF,Smoking Chicken Fish,1456,6607309.57157999,USD,0.03218654808284045,Memes
WAGMI,Wagmi,1457,6535878.9583340995,USD,,"Decentralized exchange, DeFi, Exchange tokens"
LTO,LTO Network,1458,6686186.8527999995,USD,0.07274159866721942,"Identity, Enterprise solutions, Layer 1, Real-world assets"
AZERO,Aleph Zero,1459,6549690.026001,USD,0.06488808093500634,"Privacy, Smart contract platforms"
DNX,Dynex,1460,6587677.008385026,USD,0.03991131962272216,"Distributed computing and storage, DePIN"
JAGER,Jager Hunter,1461,6446648.590182663,USD,,Memes
BONGO,Bongo Cat,1462,6411321.7468326,USD,0.03231529427517181,Memes
CRETA,Creta World,1463,6364214.2425962,USD,0.000643730961656809,
MERY,Mistery On Cro,1464,6616973.797039871,USD,,Memes
VISTA,Ethervista,1465,6416552.6867751,USD,0.02845290850523096,
GLQ,Graphlinq Chain,1466,6371938.032195,USD,0.0027036700389585977,"Data management and AI, Enterprise solutions, Analytics"
TTC,Tongtongcoin,1467,6302888.265910001,USD,,
XEN,XEN Crypto,1468,6288042.458964346,USD,0.018281959311053374,
SAMO,Samoyedcoin,1469,6405836.732397201,USD,0.014548319733443884,Memes
EGG,Nestree,1470,6304522.88639432,USD,,"NFTs and collectibles, Social media and content, Marketplace"
STONKS,Stonks,1471,6300253.44,USD,0.051240984547882,Memes
STREAM,Streamflow,1472,6262325.256637547,USD,,
RLY,Rally,1473,6405047.1498657195,USD,0.0010299695386508944,"Social media and content, DeFi"
SHRAP,Shrapnel,1474,6261690.165366034,USD,0.01647951261841431,"Gaming, NFTs and collectibles"
ALD,AladdinDAO,1475,6232120.951874999,USD,0.001931192884970427,DAO
BLD,Agoric,1476,6229488.8369493745,USD,0.007081040578224899,
SEAM,Seamless,1477,6531273.0705200005,USD,0.007467279155218985,"Lending and borrowing, Derivatives, DeFi"
SFI,Singularity Finance,1478,6211000.971,USD,,"Data management and AI, Asset management, DeFi, Real-world assets"
AEROBUD,Aerobud,1479,6163768,USD,,"Memes, Made in America"
BDXN,BONDEX,1480,6181120,USD,,"Social media and content, Web3"
BLOCK,Blockasset,1481,6978795.687902109,USD,0.1371146948329003,"NFTs and collectibles, Gambling"
TRUMP,MAGA,1482,6094073.91807,USD,0.016737005003077034,Memes
LRDS,BLOCKLORDS,1483,6057712.8632000005,USD,0.021371867927006058,"Gaming, NFTs and collectibles"
PAPARAZZI,Paparazzi Token,1484,6011772.2189616,USD,,
SWGT,SmartWorld Global,1485,6034820.5,USD,,
MOOLAH,Moolah,1486,6027900,USD,,Memes
JOLT,Joltify,1487,6023262.182634001,USD,,
TEMCO,TEMCO,1488,5999617.18363,USD,0.00013,
DUEL,GameGPT,1489,5990451.169069801,USD,0.010685933963503029,"Gaming, Data management and AI, NFTs and collectibles"
ROA,ROA CORE,1490,6012054,USD,0.0002574923846627236,
DMT,Sanko GameCorp,1491,5988925.0542,USD,,
HYPC,HyperCycle,1492,5966330.902804,USD,0.020341898388355165,
FITFI,Step App,1493,5958351,USD,0.00785351773221307,"Gaming, Data management and AI, NFTs and collectibles, Payments, Move to earn, Health, DeFi, Sports, Marketplace, Web3, DAO"
GMMT,Giant Mammoth,1494,5919624.9461214,USD,0.0037336395776094923,Web3
SQUAD,SquadSwap,1495,5924400,USD,,"Decentralized exchange, DeFi"
GOUT,GOUT,1496,5854078.865044572,USD,0.019826913619029718,
DOLAN,Dolan Duck,1497,5908259.372400001,USD,0.0009012233463195326,Memes
00,00 Token,1498,5865822.275898,USD,0.004763609116260386,
BOTIFY,BOTIFY,1499,5859737.278746999,USD,,Data management and AI
HERO,Metahero,1500,5834511.56705,USD,,"Gaming, Internet of things, Metaverse, Marketplace"
SEXY,EthXY,1501,5849400,USD,,Gaming
SOFI,RAI Finance,1502,5782749.565470308,USD,0.0001287461923313618,"Interoperability, Payments"
CLY,Colony,1503,5798208.4300731355,USD,0.0016737005003077032,
KLEVA,KLEVA Protocol,1504,5775803.598567472,USD,,Data management and AI
TRADE,Polytrade,1505,5770946.05875,USD,0.023818045581301933,"Lending and borrowing, DeFi, Real-world assets"
ALON,Alon,1506,5768518.257282601,USD,,
WLTH,Common Wealth,1507,5711847.153441984,USD,0.02639296942792917,Fundraising
BLOK,Bloktopia,1508,5722261.96538061,USD,0.010685933963503029,"Gaming, NFTs and collectibles, Metaverse"
SOV,Sovryn,1509,5710937.56302089,USD,0.0010299695386508944,"Decentralized exchange, DeFi"
ROCK,Rock Dao,1510,5692984.1763543,USD,,
PBX,Probinex,1511,5674583.28440695,USD,,
FNCT,Financie Token,1512,5632121.515335999,USD,,
HI,HI,1513,5779095.653993046,USD,0.012745873040804817,Payments
XDAG,XDAG,1514,5756240.7125248,USD,0.0036048933852781302,
LOBO,LOBO*THE*WOLF*PUP,1515,5605212.64593546,USD,0.2500251055075046,Memes
AIA,AIA Chain,1516,5600400,USD,0.005793578654911281,
XSWAP,XSwap,1517,5595205.166618,USD,0.015192050695100691,DeFi
MODE,Mode,1518,5547750.0199719,USD,0.019054436465041544,Data management and AI
PAIN,Pain,1519,5539929.615404677,USD,,Memes
SC,Shark Cat,1520,5586277.382372701,USD,0.14599818210376428,Memes
DFI,DeFiChain,1521,5615564.223217329,USD,0.0001287461923313618,"Decentralized exchange, DeFi"
NAP,SNAP,1522,5395279.032808992,USD,0.0037336395776094923,Memes
KIMA,Kima Network,1523,5309028.33148301,USD,,
NAVI,Atlas Navi,1524,5529074.939328,USD,0.02446177654295874,"Distributed computing and storage, Data management and AI, DePIN"
XAVIER,Xavier: Renegade Angel,1525,5496651.557923724,USD,,Memes
BST,Blocksquare Token,1526,5457514.643688893,USD,0.037078903391432196,"Real estate, Real-world assets"
DEFI,DeFi,1527,5434383.1411776,USD,,"DeFi, Web3"
LMT,Limitus,1528,5421971.1904742,USD,,Data management and AI
RAMA,Ramestta,1529,5398600,USD,,
SABAI,Sabai Protocol,1530,5391568.4296407215,USD,0.0021886852696331506,
ORT,Okratech Token,1531,5419834.562077279,USD,,
HAPPY,Happy Cat,1532,5377077.3760308,USD,0.006694802001230813,Memes
ABBC,ABBC Coin,1533,5353425.239430469,USD,0.0011587157309822561,Payments
VLX,Velas,1534,5314991.978937653,USD,0.0024461776542958743,Smart contract platforms
INTER,Inter Milan Fan Token,1535,5302668.61803,USD,0.01300336542546754,"Sports, Fan tokens"
XEL,XELIS,1536,5196750.012468648,USD,0.0229168222349824,"Privacy, Smart contract platforms"
FOXSY,Foxsy AI,1537,5266754.1332815,USD,0.008497248693869879,Memes
STNK,Stonks,1538,5276320.658395093,USD,0.0072097867705562604,Memes
TSUKA,Dejitaru Tsuka,1539,5184300,USD,0.08484374074636743,Memes
BLUM,Blum,1540,5145950.724672,USD,,"Gaming, Tap to earn"
SARA,Pulsara,1541,5066180,USD,,
MEX,xExchange,1542,5108341.8449227195,USD,,
GAL,GAL (migrated to Gravity - G),1543,5191990.307684419,USD,0.3216079884437418,"Data management and AI, Web3"
RAI,Reploy,1544,5197300,USD,,"Data management and AI, Made in America"
TOTAKEKE,Dark Cheems,1545,5138300,USD,,Memes
HGPT,HyperGPT,1546,5178380.180965216,USD,0.01660825881074567,"Data management and AI, Social media and content, Marketplace"
HEGE,Hege,1547,5168037.0689416565,USD,0.036306426237444026,Memes
RWAINC,RWA Inc.,1548,5179391.66261853,USD,0.05136973074021336,Real-world assets
MAK,MetaCene,1549,5173095.301254,USD,0.006308563424236728,Gaming
BEAM,Beam,1550,5147028.04552,USD,,"Privacy, Cryptocurrencies, DeFi"
HDRO,Hydro Protocol,1551,5145633.715838,USD,,DeFi
DVPN,Sentinel,1552,5130509.16869034,USD,0.005793578654911281,"Developments tools, Distributed computing and storage, DePIN"
HNS,Handshake,1553,5190859.738713983,USD,0.020470644580686526,"Distributed computing and storage, NFTs and collectibles, Web3, DePIN, Made in America"
STOS,Stratos,1554,5133743.63894,USD,0.01300336542546754,"Distributed computing and storage, Web3, DePIN"
LVLY,Lyvely,1555,5125645,USD,,
BNC,Bifrost,1556,5095955.67871533,USD,0.0042486243469349394,"Lending and borrowing, Derivatives, DeFi, Layer 1"
XO,XOCIETY,1557,5104050,USD,,"Gaming, Web3"
ALU,Altura,1558,5079492,USD,0.023174314619645125,"Gaming, Data management and AI, Marketplace, Made in America"
BTCMT,Minto,1559,5094863.804745,USD,0.0002574923846627236,"DeFi, Web3"
DORKY,Dork Lord,1560,5235309.3,USD,,Memes
BAD,Bad Idea AI,1561,5092486.6224081395,USD,0.02703670038958598,"Memes, Data management and AI, Social media and content, DAO"
TMAI,Token Metrics AI,1562,5066120.22087648,USD,,"Data management and AI, Made in America"
REEF,Reef,1563,5063941.681647771,USD,0.011072172540497114,Smart contract platforms
SNS,Solana Name Service,1564,5045250,USD,,
DIP,Buy the DIP,1565,5040000,USD,,Memes
VCHF,VNX Swiss Franc,1566,5036103.744359212,USD,0.0016737005003077032,"Stablecoins, Asset-backed stablecoins"
BBT,BabyBoomToken,1567,4984172.5336,USD,,
GRIN,Grin,1568,4980668.76918,USD,0.03386024858314815,"Privacy, Cryptocurrencies"
EVZ,Electric Vehicle Zone,1569,5023488.010589872,USD,0.0005149847693254472,
THL,Thala,1570,5038781.064,USD,0.001931192884970427,
FREYA,Freya by Virtuals,1571,5073874.89388793,USD,,Data management and AI
KATA,Katana Inu,1572,4961882.501242749,USD,0.006694802001230813,"Memes, Gaming, NFTs and collectibles, Metaverse"
SHADOW,Shadow Exchange,1573,5076520.720641768,USD,,"Decentralized exchange, DeFi, Web3, Exchange tokens"
SMT,Swarm Markets,1574,4987600.972243,USD,0.01725198977240248,Real-world assets
OVER,OverProtocol,1575,4940517.73847368,USD,,"Payments, Layer 1"
LCAT,Lion Cat,1576,4916742.75,USD,,
DCD,DecideAI,1577,4936131.134571,USD,,"Data management and AI, DePIN"
DINGO,Dingocoin,1578,5027354.201900416,USD,0.009784710617183497,"Memes, Cryptocurrencies, Payments"
TRENCHER,Trencher,1579,5128262.701629336,USD,,Memes
AKI,Aki Network,1580,4844200,USD,0.008368502501538517,
ZYPTO,Zypto,1581,4885965.0046982,USD,,
STAT,STAT,1582,4862113.383360878,USD,,
GHUB,GemHUB,1583,4801255.643163,USD,0.0027036700389585977,
STARL,Starlink,1584,4831216.55481539,USD,0.006179817231905366,"Memes, NFTs and collectibles"
KONET,KONET,1585,4355520.691495044,USD,,
ROCK,Zenrock,1586,4694974.467758,USD,,
VSG,Vector Smart Gas,1587,4864800,USD,,
ZGD,Zambesigold,1588,5106333,USD,,
PIZZA,Pizza (Ordinals),1589,4765740,USD,0.02446177654295874,
WEXO,Wexo,1590,4727724.047625001,USD,0.0007724771539881708,
WRLD,NFT Worlds,1591,4664478.692016,USD,0.0023174314619645122,"Gaming, NFTs and collectibles, Metaverse"
DEAI,Zero1 Labs,1592,4646171.6206519995,USD,0.02162936031166878,Data management and AI
BTR,Bitrue Coin,1593,4667556.333648,USD,0.02150061411933742,"Centralized exchange, Marketplace, Exchange tokens"
KMD,Komodo,1594,4649894.466952001,USD,0.0158357816567575,"Interoperability, Enterprise solutions"
LAMBO,LAMBO,1595,4571300,USD,,Memes
KAI,KardiaChain,1596,4646791.25,USD,0.11072172540497116,"Smart contract platforms, Interoperability, Enterprise solutions"
YNE,yesnoerror,1597,4675292.8327651005,USD,,Data management and AI
CHIRP,Chirp,1598,4616652.492522,USD,,DePIN
YLAY,Yelay,1599,4622082.4,USD,,DeFi
MCONTENT,MContent,1600,4612981.331131646,USD,,
AZIT,Azit,1601,4639612.992957,USD,0.0003862385769940854,Move to earn
PXT,Pixer Eternity,1602,4592330.291319276,USD,0.00502110150092311,
KASPY,Kaspy,1603,4480333.333328853,USD,0.01712324358007112,Memes
BFIC,Blockchain Foundation for Innovation & Collaboration,1604,4444313.27512,USD,0.002059939077301789,
MYST,Mysterium,1605,4553843.98068,USD,0.06617554285831996,"Distributed computing and storage, DePIN"
TJRM,Tajir Tech Hub,1606,4544288.053770274,USD,,
XFI,CrossFi,1607,4524602.696586968,USD,,"Interoperability, DeFi"
BBSNEK,BabySNEK,1608,4512254.350115358,USD,,Memes
BOA,BOSAGORA,1609,4490211.836349056,USD,0.005793578654911281,"DAO, Fundraising"
ICPX,Icrypex token,1610,4465821.879489001,USD,,
SPURS,Tottenham Hotspur Fan Token,1611,4436972.57601,USD,0.006952294385893537,"Sports, Fan tokens"
KFI,Klever Finance,1612,4419618.18,USD,,
WIZARD,Wizard Gang,1613,4589565.435645934,USD,,Memes
CUBE,Somnium Space Cubes,1614,4418750,USD,0.0002574923846627236,"Gaming, NFTs and collectibles, Metaverse, Web3"
KILO,KiloEx,1615,4389176.100000001,USD,,"Decentralized exchange, Derivatives, DeFi"
EAI,Eternal AI,1616,4364791.960889485,USD,,Data management and AI
WIKEN,Project WITH,1617,4399534.075634,USD,0.0001287461923313618,Sports
PEPE20,Pepe 2.0,1618,4383320.9,USD,0.0001287461923313618,Memes
SKEY,Skey Network,1619,4379199.425727258,USD,0.007338532962887623,
APM,apM Coin,1620,4364917.278688,USD,0.03257278665983454,"Payments, Loyalty and rewards"
RCADE,RCADE,1621,4367157.7930452,USD,,"Gaming, Distributed computing and storage, DePIN"
CROID,Cronos ID,1622,4362037.89547966,USD,0.0014162081156449799,
RVF,RocketX exchange,1623,4364422.247147,USD,0.010943426348165754,"Interoperability, DeFi"
SEND,Sendcoin,1624,4316350,USD,,Memes
WEGLD,Wrapped EGLD,1625,4313100,USD,,Rehypothecated assets
JEWEL,DeFi Kingdoms,1626,4343034.809457932,USD,0.005536086270248557,"Decentralized exchange, Gaming, NFTs and collectibles, Exchange tokens"
XRPH,XRP Healthcare,1627,4268543.714942128,USD,0.01557828927209478,
KNCH,KAANCH NETWORK,1628,3596580,USD,,
DEGENAI,Degen Spartan AI,1629,4127993.5776154003,USD,0.011973395886816647,Memes
IMPT,IMPT,1630,4222661.525915334,USD,0.0009012233463195326,"NFTs and collectibles, Marketplace"
ECHO,Echo Protocol,1631,4213996.75,USD,,"Asset management, DeFi"
OCT,Omnity Convertible Token,1632,4226300,USD,0.005407340077917195,
CIX,Centurion Invest,1633,4183509.8207596983,USD,,
EVDC,EVDC Network,1634,4192734.9061,USD,,"Energy, Transport"
VAL,Validity,1635,4195227.532085585,USD,0.041971258700023946,"Identity, Made in America"
COCORO,Cocoro,1636,4047877.425,USD,,Memes
BLY,Blocery,1637,4186942.481276852,USD,0.0003862385769940854,"Enterprise solutions, Logistics"
MUSE,Muse,1638,4203300.5208,USD,0.010557187771171667,NFTs and collectibles
JOC,Japan Open Chain,1639,4166000.0000000005,USD,,
SNAI,SwarmNode.ai,1640,4143009.679983657,USD,,Data management and AI
DYNA,Dynachain,1641,4159537.4490688583,USD,0.0010299695386508944,
MAGA,MAGA,1642,4131280.67136224,USD,0.0114584111174912,Memes
ECET,Evercraft Ecotechnologies,1643,4135475.68,USD,0.0009012233463195326,
MEE,Medieval Empires,1644,4404246.290739,USD,0.02278807604265104,Gaming
WELF,WELF,1645,4131959.1758100004,USD,0.02755168515891142,"DeFi, Real-world assets"
EPIK,TEH EPIK DUCK,1646,4128625.1464891294,USD,0.03579144146811858,"Memes, Gaming"
XAVA,Avalaunch,1647,4117632.2047000006,USD,0.0036048933852781302,
POR,Portugal National Team Fan Token,1648,4091706.82375,USD,0.012617126848473456,"Sports, Fan tokens"
PROS,Prosper,1649,4111071.25185,USD,0.019440675042035633,"Prediction markets, DAO"
FLUXB,Fluxbot,1650,4130091.9281136,USD,0.0005149847693254472,"Data management and AI, Social media and content"
PLI,Plugin Decentralized Oracle,1651,4094743.8072679997,USD,0.013260857810130266,"Smart contract platforms, Oracles"
ZKL,zkLink,1652,4063309.159371,USD,0.013904588771787074,Privacy
KANGO,KANGO,1653,4101517,USD,0.01647951261841431,
PAWS,PAWS,1654,4044254.2704753447,USD,,Memes
CHAT,OpenChat,1655,4103183.2895699996,USD,,DePIN
WAMPL,Wrapped Ampleforth,1656,4076183.9461825984,USD,0.0015449543079763416,Rehypothecated assets
TRIAS,Trias Token (new),1657,4081250,USD,0.07235536009022533,"Gaming, Data management and AI, Metaverse"
SOUL,Phantasma,1658,4069824.003731881,USD,0.07325658343654486,"Smart contract platforms, Gaming, Data management and AI, NFTs and collectibles, DePIN"
APP,RWAX,1659,4014184.81373,USD,,
LIQ,LIQUIDIUM*TOKEN,1660,4043718.37286,USD,,
OMNOM,Doge Eat Doge,1661,4067510,USD,0.020213152196023803,Memes
FON,FONSmartChain,1662,4037417.522573757,USD,0.00013,
BOB,BOB (ETH),1663,4026848.48899129,USD,,Memes
SMURFCAT,Real Smurf Cat,1664,4027032.752,USD,0.0007724771539881708,Memes
BRAINLET,Brainlet,1665,4021547.2546822997,USD,0.004377370539266301,Memes
KWENTA,Kwenta,1666,3970311.8405247997,USD,0.002059939077301789,"Decentralized exchange, Derivatives"
NLS,Nolus,1667,3957273.2998824,USD,,
GMRX,Gaimin,1668,3894757.274478402,USD,0.007338532962887623,"Gaming, Distributed computing and storage, Data management and AI, NFTs and collectibles, Fan tokens, Web3, DePIN"
SIS,Symbiosis,1669,3943752.894944,USD,0.01647951261841431,Privacy
TROLL,Troll,1670,3934072.404,USD,0.7437667530982771,Memes
LCG,LocaGo,1671,3931410,USD,,
RFD,RefundCoin,1672,3909200,USD,,Memes
FLDT,FluidTokens,1673,3908521.0876972,USD,0.0033474010006154064,DeFi
NAV,Navio,1674,3901833.2564399997,USD,0.007081040578224899,Cryptocurrencies
MXC,Moonchain,1675,3917103.071175222,USD,0.021886852696331508,"Distributed computing and storage, Internet of things, Web3, DePIN"
MSTR,MSTR2100,1676,3865103.02615,USD,,Memes
ITA,Italian National Football Team Fan Token,1677,3893979.58996,USD,0.009012233463195327,Fan tokens
AKITA,Akita Inu,1678,3898661.379710627,USD,0.00862599488620124,"Memes, Gaming"
ELON4AFD,Elon for AfD,1679,3886089.5114478,USD,,
EURQ,Quantoz EURQ,1680,3878936.817,USD,,Stablecoins
PNDC,Pond Coin,1681,3876563.503501686,USD,,Memes
CEUR,Celo Euro,1682,3871688.1590844556,USD,0.0023174314619645122,"Stablecoins, Algorithmic stablecoins"
POLYDOGE,PolyDoge,1683,3914493.9533543326,USD,0.01660825881074567,
MIRAI,Project MIRAI,1684,3854699.643517344,USD,,"Memes, Data management and AI"
BEETS,Beets,1685,3803591.33652059,USD,,
WECAN,Wecan Group,1686,3855557.3225600002,USD,0.0024461776542958743,
SLIM,Solanium,1687,3827200,USD,0.006179817231905366,Fundraising
PRAI,Privasea AI,1688,3721207.1655,USD,,"Data management and AI, Identity, Web3"
DCB,Decubate,1689,3777901.2020568,USD,0.0003862385769940854,"DeFi, Fundraising"
QORPO,QORPO WORLD,1690,3738454.0749171,USD,0.01364709638712435,"Gaming, NFTs and collectibles, Metaverse"
SPYX,SP500 tokenized stock (xStock),1691,3753722.0714146593,USD,,"Asset-backed tokens, DeFi"
BILLY,Billy,1692,3744176.1729372,USD,0.1783134763789361,Memes
HARAMBE,Harambe on Solana,1693,3700139.057706,USD,0.001287461923313618,Memes
VXT,Voxto Amplify,1694,3720779.9999999995,USD,,
MAD,MAD,1695,3715618.6762353415,USD,,Memes
BOMB,Bombie,1696,3743280,USD,,"Gaming, Web3"
KAR,Karura,1697,3718399.78752,USD,0.00785351773221307,"Lending and borrowing, DeFi"
DCK,DexCheck AI,1698,3706651.9864797,USD,0.015964527849088864,"Data management and AI, Social media and content, Analytics"
ALPACA,Alpaca Finance,1699,3760775.6371807884,USD,0.031671563313515,"Lending and borrowing, DeFi"
NAWS,NAWS.AI,1700,3581709.90543,USD,,
RIZZMAS,Rizzmas,1701,3631265.0579921687,USD,0.003991131962272216,Memes
