id,symbol,name,market_cap (usd),market_cap_rank,categories
scallop-2,sca,Scallop,6802477,1681,[]
kava,kava,Kava,448561722,155,[]
watcoin-2,watc,WATCoin,72066982,536,[]
ronke,ronke,RONKE,6802813,1677,[]
ether-fi-staked-eth,eeth,ether.fi Staked ETH,451629202,154,[]
centrifuge,cfg,Centrifuge,72683063,535,[]
game7,g7,Game7,6823647,1675,[]
apenft,nft,APENFT,455263163,153,[]
dola-usd,dola,DOLA,72901215,534,[]
pika-protocol,pika,Pika Protocol,6823991,1676,[]
arweave,ar,Arweave,460987802,151,[]
api3,api3,API3,73014223,533,[]
panther-ai,pai,Panther AI,6840791,1669,[]
chain-2,xcn,Onyxcoin,461593969,152,[]
netmind-token,nmt,NetMind Token,73161100,532,[]
mars-protocol-a7fcbcfb-fd61-4017-92f0-7ee9f9cc6da3,mars,Mars Protocol,6844103,1674,[]
virtual-protocol,virtual,Virtuals Protocol,462574122,150,[]
origin-ether,oeth,Origin Ether,74272356,531,[]
zero1-labs,deai,Zero1 Labs,6845082,1678,[]
starknet,strk,Starknet,475637527,149,[]
myshell,shell,MyShell,74482121,529,[]
winr-protocol,winr,WINR Protocol,6861781,1672,[]
conflux-token,cfx,Conflux,476158682,148,[]
dent,dent,Dent,74815885,528,[]
solforge-fusion,sfg,SolForge Fusion,6872225,1673,[]
spx6900,spx,SPX6900,479192939,147,[]
dodo,dodo,DODO,74869817,530,[]
vivi-coin,vivi,VIVI COIN,6873820,1671,[]
aerodrome-finance,aero,Aerodrome Finance,482287901,146,[]
moonwell-artemis,well,Moonwell,75209405,527,[]
pandora,pandora,Pandora,6879248,1670,[]
dydx-chain,dydx,dYdX,482888442,145,[]
joe,joe,JOE,75230839,526,[]
dione,dione,Dione,24540567,971,[]
polkastarter,pols,Polkastarter,24619648,969,[]
self-chain,slf,Self Chain,24786673,965,[]
plxyer,plxy,Plxyer,24805613,968,[]
clash-of-lilliput,col,Clash of Lilliput,24888750,966,[]
dora-factory-2,dora,Dora Factory,24900732,967,[]
escoin-token,elg,Escoin,25025460,964,[]
nakamoto-games,naka,Nakamoto Games,25028117,960,[]
rune-pups,pups,Pups (Bitcoin),25043114,963,[]
why,why,WHY,25071543,961,[]
seth,seth,sETH,25072907,962,[]
gelato,gel,Gelato,25119964,959,[]
star-atlas,atlas,Star Atlas,25129351,958,[]
rarible,rari,RARI,25234745,957,[]
electronic-usd,eusd,Electronic USD,25279200,956,[]
step-finance,step,Step Finance,25357196,955,[]
safemoon-2,sfm,SafeMoon,25435118,954,[]
bemo-staked-ton,stton,bemo Staked TON,25654524,953,[]
token-pocket,tpt,TokenPocket Token,25795731,951,[]
sentinel-protocol,bounty,ChainBounty,25802909,952,[]
hopr,hopr,HOPR,25849285,949,[]
hypurr-fun,hfun,Hypurr Fun,25864457,938,[]
cdai,cdai,cDAI,25884785,948,[]
sleepless-ai,ai,Sleepless AI,25918325,947,[]
a-hunters-dream,caw,A Hunters Dream,25919720,950,[]
ice,ice,Ice Open Network,26122069,946,[]
peapods-finance,peas,Peapods Finance,26144472,945,[]
burnedfi,burn,BurnedFi,26343394,944,[]
navi,navx,NAVI Protocol,26352819,943,[]
puffer-finance,puffer,Puffer,26373072,942,[]
hatom,htm,Hatom,26398538,941,[]
stake-link,sdl,stake.link,26408929,940,[]
alchemix,alcx,Alchemix,26504067,939,[]
pocket-network,pokt,Pocket Network,26653993,937,[]
litentry,lit,Litentry,26683030,935,[]
human-protocol,hmt,HUMAN Protocol,26749200,934,[]
chill-guy,chillguy,Just a chill guy,26820962,931,[]
hegic,hegic,Hegic,26822984,932,[]
tether-eurt,eurt,Euro Tether,26860012,933,[]
crown-by-third-time-games,crown,Crown by Third Time Games,26896947,930,[]
origyn-foundation,ogy,ORIGYN,26989408,928,[]
metacade,mcade,Metacade,26990314,929,[]
superwalk,grnd,SuperWalk GRND,27108912,927,[]
storx,srx,StorX,27251097,926,[]
rei-network,rei,REI Network,27375082,925,[]
tethereum-2,t99,Tethereum,27460674,924,[]
bankercoin-2,bnkr,BankrCoin,27490245,920,[]
game-stop,gme,GME (Ethereum),27504760,923,[]
mimatic,mimatic,MAI,27569716,922,[]
law-blocks,lbt,Law Blocks,27658641,921,[]
math,math,MATH,27889781,913,[]
dexalot,alot,Dexalot,27895147,919,[]
perpetual-protocol,perp,Perpetual Protocol,27938363,918,[]
susd-optimism,susd,sUSD (Optimism),27944886,917,[]
veraone,vro,VeraOne,27995640,916,[]
camino-network,cam,Camino Network,28086578,915,[]
daddy-tate,daddy,Daddy Tate,28128189,914,[]
hashai,hashai,HashAI,28183025,907,[]
airtor-protocol,anyone,ANyONe Protocol,28228678,910,[]
seraph,seraph,Seraph,28288781,911,[]
ankreth,ankreth,Ankr Staked ETH,28304081,909,[]
alexgo,alex,ALEX Lab,28400078,908,[]
sceptre-staked-flr,sflr,Sceptre Staked FLR,14108389,1288,[]
botto,botto,Botto,14167046,1286,[]
iron-fish,iron,Iron Fish,14188565,1285,[]
cocos-bcx,combo,COMBO,14203153,1284,[]
otherworld,own,Otherworld,14238128,1280,[]
samoyedcoin,samo,Samoyedcoin,14277939,1283,[]
defi-ssi,defi.ssi,DEFI.ssi,14337183,1281,[]
cream-2,cream,Cream,14342680,1279,[]
henlo-3,henlo,Henlo,14423271,1282,[]
gamefi,gafi,GameFi.org,14467842,1277,[]
krypton-dao,krd,Krypton DAO,14476043,1266,[]
amo,amo,AMO Coin,14487730,1276,[]
mochi-thecatcoin,mochi,Mochi,14521172,1274,[]
dexnet,dexnet,DexNet,14536528,1275,[]
clustr,clustr,Clustr,14602638,1273,[]
enq-enecuum,enq,Enecuum,14665478,1272,[]
chainswap-3,cswap,ChainSwap,14808686,1270,[]
pivx,pivx,PIVX,14829810,1269,[]
wing-finance,wing,Wing Finance,14832165,1271,[]
looksrare,looks,LooksRare,14934944,1268,[]
streamr-xdata,xdata,Streamr XDATA,14990843,1267,[]
cronos-zkevm-cro,zkcro,Cronos zkEVM CRO,15011938,1264,[]
the-doge-nft,dog,Own The Doge,15012348,1263,[]
tera-smart-money,tera,TERA,15027565,1265,[]
yne,yne,yesnoerror,15072546,1261,[]
polimec,plmc,Polimec,15150813,1258,[]
richquack,quack,Rich Quack,15186980,1262,[]
crypto-ai-robo,cair,Crypto-AI-Robo,15202896,1260,[]
loopin-network,loopin,LooPIN Network,15299002,1256,[]
boson-protocol,boson,Boson Protocol,15308060,1259,[]
joe-coin,joe,Joe Coin,15318250,1246,[]
fio-protocol,fio,FIO Protocol,15333315,1257,[]
streamr,data,Streamr,15336298,1255,[]
nuvola-digital,nvl,Nuvola Digital,15357476,1254,[]
ora-coin,ora,ORA Coin,15361607,1252,[]
linear,lina,Linear,15364452,1251,[]
cacao,cacao,Maya Protocol,15384030,1250,[]
hex-trust-usdx,usdx,Hex Trust USD,15385131,1247,[]
alchemix-usd,alusd,Alchemix USD,15393626,1249,[]
counterparty,xcp,Counterparty,15397923,1248,[]
joe-coin,joe,Joe Coin,15406810,1246,[]
carrot-2,crt,Carrot,15504289,1245,[]
token-dforce-usd,usx,dForce USD,15510592,1244,[]
nuls,nuls,NULS,15558269,1242,[]
maga,trump,MAGA,15588036,1241,[]
coinmetro,xcm,Coinmetro,15590993,1240,[]
french-connection-finance,zypto,Zypto Token,15600653,1239,[]
xen-crypto,xen,XEN Crypto,15683059,1243,[]
foom,foom,Foom,15691189,1238,[]
kekius-maximus,kekius,Kekius Maximus,15798893,1232,[]
volt-inu-2,volt,Volt Inu,15831248,1237,[]
suku,suku,SUKU,15847857,1221,[]
lingo,lingo,Lingo,15848975,1236,[]
pepefork,pork,PepeFork,15881006,1234,[]
reploy,rai,Reploy,15881032,1235,[]
leash,leash,Doge Killer,15901861,1231,[]
red-pulse,phb,Phoenix Global [OLD],15922661,1230,[]
beefy-finance,bifi,Beefy,15926229,1233,[]
rabbitcoin-2,rbtc,RabBitcoin,15937900,1228,[]
empyreal,emp,Empyreal,15941789,1229,[]
magnetix,mag,Magnetix,15949584,1227,[]
hytopia,topia,TOPIA,15967909,1226,[]
hedera-hashgraph,hbar,Hedera,9469946346,15,[]
ac-milan-fan-token,acm,AC Milan Fan Token,6890120,1668,[]
crvusd,crvusd,crvUSD,75530449,525,[]
adappter-token,adp,Adappter,6904863,1667,[]
liquity,lqty,Liquity,76549708,521,[]
rally-2,rly,Rally,6907917,1666,[]
xai-blockchain,xai,Xai,76570761,523,[]
bitcoin-diamond,bcd,Bitcoin Diamond,6915631,1665,[]
milk-alliance,mlk,MiL.k Alliance,76577294,524,[]
brat,brat,Brat,6918495,1635,[]
goldfinch,gfi,Goldfinch,76687925,522,[]
earnbet,ebet,EarnBet,6920358,1664,[]
kelp-gain,ageth,Kelp Gain,76758816,520,[]
huobi-btc,hbtc,Huobi BTC,6939287,1663,[]
smooth-love-potion,slp,Smooth Love Potion,76789622,519,[]
just-buy-1-worth-of-this-coin,$1,just buy $1 worth of this coin,6955292,1655,[]
songbird,sgb,Songbird,76900104,518,[]
higher,higher,higher,6983924,1661,[]
oasys,oas,Oasys,77482520,517,[]
mother-iggy,mother,Mother Iggy,6989689,1662,[]
puff-the-dragon,puff,Puff The Dragon,77622480,516,[]
canto,canto,CANTO,6997544,1659,[]
syrupusdc,syrupusdc,SyrupUSDC,77734013,515,[]
punk-2,punk,PunkCity,6999527,1658,[]
heyanon,anon,Hey Anon,78007108,514,[]
quantoz-usdq,usdq,Quantoz USDQ,6999556,1660,[]
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),78077104,513,[]
crossfi-2,xfi,CrossFi,7007116,1657,[]
bitdca,bdca,BitDCA,78197695,512,[]
mbc,mbc,MBC,7022483,1656,[]
tellor,trb,Tellor Tributes,78482823,511,[]
mintlayer,ml,Mintlayer,7047853,1654,[]
orbit-3,grift,ORBIT,7051419,1644,[]
dogelon-mars,elon,Dogelon Mars,79195408,509,[]
maiar-dex,mex,xExchange,7055169,1653,[]
paxos-standard,usdp,Pax Dollar,79248074,508,[]
token-metrics-ai,tmai,Token Metrics AI,7064233,1649,[]
goplus-security,gps,GoPlus Security,79530032,507,[]
konet,konet,KONET,7065513,1634,[]
alvara-protocol,alva,Alvara Protocol,7068752,1651,[]
kamino,kmno,Kamino,80142433,506,[]
stargaze,stars,Stargaze,7076202,1652,[]
pundi-x-2,pundix,Pundi X,80486694,504,[]
zen-ai,zai,Zen AI,7091937,1648,[]
scroll,scr,Scroll,80588317,503,[]
lmeow-2,lmeow,lmeow,7104417,1647,[]
constitutiondao,people,ConstitutionDAO,80618760,500,[]
mumu-the-bull-3,mumu,MUMU THE BULL,7105684,1646,[]
metfi-2,metfi,MetFi,80676572,502,[]
thales,thales,Thales,7110879,1645,[]
singularitynet,agix,SingularityNET,80790509,499,[]
polaris-share,pola,Polaris Share,7134073,1650,[]
zentry,zent,Zentry,80832295,501,[]
katana-inu,kata,Katana Inu,7160513,1643,[]
von,von,VON,81073139,480,[]
tarot-2,tarot,Tarot,7184271,1642,[]
elixir-finance,elx,Elixir,81496452,494,[]
max-2,max,MAX,7237002,1641,[]
yield-guild-games,ygg,Yield Guild Games,81596383,498,[]
dexcheck,dck,DexCheck AI,7245616,1638,[]
usdt0,usdt0,USDT0,81655719,497,[]
liquid-staked-flow,stflow,Increment Staked FLOW,7273065,1640,[]
stratis,strax,Stratis,81665957,496,[]
symmio,symm,SYMMIO,7285287,1639,[]
coreum,coreum,Coreum,82000876,495,[]
offcial-mascot-of-the-holy-year,luce,Luce,7381611,1637,[]
pixer-eternity,pxt,Pixer Eternity,82187386,491,[]
ore,ore,Ore,7399656,1636,[]
arcblock,abt,Arcblock,82437439,493,[]
artyfact,arty,Artyfact,7412593,1633,[]
ampleforth,ampl,Ampleforth,82649757,492,[]
lock-in,lockin,LOCK IN,7431157,1632,[]
nosana,nos,Nosana,82965449,490,[]
ufo-gaming,ufo,UFO Gaming,7445639,1631,[]
iexec-rlc,rlc,iExec RLC,83069926,489,[]
hege,hege,Hege,7467520,1626,[]
chaingpt,cgpt,ChainGPT,83154660,488,[]
apwine,apw,Spectra [OLD],7471445,1630,[]
radix,xrd,Radix,83218098,487,[]
everclear,clear,Everclear,7472587,1629,[]
pundi-aifx,pundiai,Pundi AI,83352049,485,[]
staked-frax-usd,sfrxusd,Staked Frax USD,7478928,1628,[]
civic,cvc,Civic,83592131,486,[]
oobit,obt,Oobit,7480342,1627,[]
dymension,dym,Dymension,83623432,484,[]
eternalai,eai,EternalAI,7490564,1625,[]
taiko,taiko,Taiko,83716121,483,[]
evernode,evr,Evernode,7506553,1624,[]
mass-vehicle-ledger,mvl,MVL,84265409,482,[]
origin-dollar,ousd,Origin Dollar,7556973,1623,[]
delysium,agi,Delysium,84304653,481,[]
port3-network,port3,Port3 Network,7559679,1622,[]
frax-usd,frxusd,Frax USD,84867312,479,[]
mysterium,myst,Mysterium,7565414,1621,[]
venice-token,vvv,Venice Token,84870473,478,[]
patriot,patriot,Patriot,7588101,1619,[]
huobi-token,ht,Huobi,85291119,477,[]
beethoven-x,beets,Beethoven X,7588620,1620,[]
temple,temple,TempleDAO,85389151,476,[]
infiniticoin,inco,InfinitiCoin,7594572,1618,[]
verge,xvg,Verge,85693843,475,[]
bifrost-native-coin,bnc,Bifrost,7618464,1615,[]
sonic-svm,sonic,Sonic SVM,86819677,474,[]
efinity,efi,Efinity,7620891,1617,[]
hashkey-ecopoints,hsk,HashKey Platform Token,87149142,473,[]
laqira-protocol,lqr,Laqira Protocol,7626709,1616,[]
sbtc-2,sbtc,sBTC,87183105,472,[]
moon-tropica,cah,Moon Tropica,7645037,1613,[]
ai-rig-complex,arc,AI Rig Complex,87723256,469,[]
kiki-2,kiki,KIKICat,7663108,1601,[]
epic-cash,epic,Epic Cash,7676036,1612,[]
blast,blast,Blast,87948115,470,[]
cryptoautos,autos,CryptoAutos,7681014,1611,[]
request-network,req,Request,88220691,468,[]
caviar-3,cvr,Caviar,7690225,1610,[]
orca,orca,Orca,88791839,467,[]
metamars-2,mars,Metamars,7691227,1614,[]
marlin,pond,Marlin,88957148,466,[]
genomesdao-genome,genome,GenomesDAO GENOME,7703967,1609,[]
chromaway,chr,Chromia,88977533,465,[]
hypergpt,hgpt,HyperGPT,7709038,1608,[]
tokenlon,lon,Tokenlon,89186412,464,[]
kendu-inu,kendu,Kendu Inu,7720283,1607,[]
astherus-staked-bnb,asbnb,Astherus Staked BNB,90447491,463,[]
pancakeswap-token,cake,PancakeSwap,486097407,144,[]
pumpbtc,pumpbtc,pumpBTC,490357086,141,[]
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,490561312,142,[]
true-usd,tusd,TrueUSD,493881459,140,[]
frax,frax,Frax,496106143,139,[]
beldex,bdx,Beldex,497376617,138,[]
grass,grass,Grass,499785071,137,[]
zcash,zec,Zcash,502537561,135,[]
mantle-restaked-eth,cmeth,Mantle Restaked ETH,504238140,136,[]
decentraland,mana,Decentraland,515676066,133,[]
dogwifcoin,wif,dogwifhat,516085242,132,[]
honey-3,honey,Honey,526443402,131,[]
raydium,ray,Raydium,532828813,130,[]
axie-infinity,axs,Axie Infinity,537727802,129,[]
curve-dao-token,crv,Curve DAO,537852234,128,[]
ronin,ron,Ronin,540170174,127,[]
helium,hnt,Helium,543536794,126,[]
ethereum,eth,Ethereum,263643407936,2,[]
resolv-usr,usr,Resolv USR,555658076,125,[]
elrond-erd-2,egld,MultiversX,556478892,124,[]
tether,usdt,Tether,142752600709,3,[]
jupiter-staked-sol,jupsol,Jupiter Staked SOL,590760661,123,[]
pyth-network,pyth,Pyth Network,601269193,122,[]
neo,neo,NEO,607394825,121,[]
pax-gold,paxg,PAX Gold,616196384,120,[]
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,624619333,119,[]
usdx-money-usdx,usdx,Stables Labs USDX,624740326,118,[]
telcoin,tel,Telcoin,647063715,117,[]
floki,floki,FLOKI,653521234,116,[]
ethereum-name-service,ens,Ethereum Name Service,665007271,115,[]
flow,flow,Flow,670149103,114,[]
kaia,kaia,Kaia,670154682,113,[]
msol,msol,Marinade Staked SOL,685205265,112,[]
renzo-restaked-eth,ezeth,Renzo Restaked ETH,694323524,111,[]
bitcoin-cash-sv,bsv,Bitcoin SV,697725596,109,[]
berachain-bera,bera,Berachain,706601614,107,[]
iota,iota,IOTA,711128928,105,[]
tether-gold,xaut,Tether Gold,715845845,104,[]
jito-governance-token,jto,Jito,720485119,103,[]
the-sandbox,sand,The Sandbox,726514811,102,[]
paypal-usd,pyusd,PayPal USD,747147645,101,[]
bittorrent,btt,BitTorrent,750603852,100,[]
tezos,xtz,Tezos,756436739,99,[]
gala,gala,GALA,760497714,98,[]
jasmycoin,jasmy,JasmyCoin,778029062,97,[]
eos,eos,EOS,804299364,96,[]
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,870118844,95,[]
bonk,bonk,Bonk,900569679,94,[]
binance-staked-sol,bnsol,Binance Staked SOL,942305459,93,[]
lido-dao,ldo,Lido DAO,943682971,92,[]
the-graph,grt,The Graph,958692727,91,[]
worldcoin-wld,wld,Worldcoin,968677089,90,[]
mantle-staked-ether,meth,Mantle Staked Ether,987464096,89,[]
theta-token,theta,Theta Network,995103604,88,[]
sei-network,sei,Sei,997459512,87,[]
flare-networks,flr,Flare,999144098,86,[]
immutable-x,imx,Immutable,1008768535,85,[]
usual-usd,usd0,Usual USD,1011473818,84,[]
blockstack,stx,Stacks,1037280853,83,[]
dexe,dexe,DeXe,1061105707,82,[]
tomochain,vic,Viction,28585169,906,[]
paris-saint-germain-fan-token,psg,Paris Saint-Germain Fan Token,15981004,1223,[]
aquarius,aqua,Aquarius,28586584,905,[]
open-exchange-token,ox old,Open Exchange Token,16005139,1224,[]
aurora-dao,idex,IDEX,28658922,904,[]
flayer,flay,Flayer,16061144,1222,[]
basedai,basedai,BasedAI,28666463,903,[]
based-fartcoin,fartcoin,Based Fartcoin,16099157,1220,[]
arpa,arpa,ARPA,28723194,902,[]
butthole-coin,butthole,Butthole Coin,16166278,1219,[]
lto-network,lto,LTO Network,28795332,900,[]
everscale,ever,Everscale,16193685,1218,[]
groestlcoin,grs,Groestlcoin,28864694,901,[]
now-coin,now,Now Coin,16216736,1217,[]
liquity-bold,bold,Liquity BOLD,28910582,899,[]
wise-monkey,monky,Wise Monkey,16243892,1216,[]
origin-staked-s,os,Origin Sonic,29021632,898,[]
frok-ai,frok,Frok.ai,16250660,1215,[]
astherus-staked-usdf,asusdf,Astherus Staked USDF,29153338,897,[]
aki-protocol,aki,Aki Network,16255025,1213,[]
ix-swap,ixs,IX Swap,29298477,895,[]
flex-coin,flex,FLEX Coin,16263288,1214,[]
bitmex-token,bmex,BitMEX,29365687,896,[]
synternet-synt,synt,Synternet,16309455,1211,[]
bitrise-token,brise,Bitgert,29387988,894,[]
stride-staked-atom,statom,Stride Staked Atom,16336674,1212,[]
mossland,moc,Mossland,29427032,893,[]
seamless-protocol,seam,Seamless Protocol,16425449,1210,[]
melon,mln,Enzyme,29573030,891,[]
jackal-protocol,jkl,Jackal Protocol,16434945,1209,[]
stafi,fis,Stafi,29674527,889,[]
fc-barcelona-fan-token,bar,FC Barcelona Fan Token,16447164,1204,[]
moonrabbits,mrb,MoonRabbits,29692907,888,[]
measurable-data-token,mdt,Measurable Data,16452839,1208,[]
collaterize,collat,Collaterize,29774455,890,[]
fidu,fidu,Fidu,16463543,1207,[]
spectral,spec,Spectral,29818338,887,[]
cryptex-finance,ctx,Cryptex Finance,16519854,1205,[]
lion-cat,lcat,Lion Cat,29866804,886,[]
doginme,doginme,doginme,16549896,1203,[]
elysia,el,ELYSIA,30014149,885,[]
masa-finance,masa,Masa,16596187,1202,[]
firmachain,fct,Firmachain,30045595,884,[]
brickken,bkn,Brickken,16598296,1201,[]
catizen,cati,Catizen,30080089,883,[]
the-root-network,root,The Root Network,16625372,1200,[]
gogopool,ggp,GoGoPool,30081084,881,[]
shadow-2,shadow,Shadow,16670160,1199,[]
vyvo-smart-chain,vsc,Vyvo Smart Chain,30098356,882,[]
adex,adx,AdEx,16670754,1198,[]
black-agnus,ftw,Black Agnus,30133699,880,[]
octaspace,octa,OctaSpace,16697785,1196,[]
neuralai,neural,NEURALAI,30344471,879,[]
bedrock-btc,brbtc,Bedrock BTC,16700581,1197,[]
layer3,l3,Layer3,30389665,878,[]
ribbon-finance,rbn,Ribbon Finance,16796430,1195,[]
lista,lista,Lista DAO,30562244,877,[]
vita-inu,vinu,Vita Inu,16803418,1194,[]
marso-tech,marso,Marso.Tech,30595742,876,[]
parsiq,prq,PARSIQ,30625777,875,[]
book-2,stuff,STUFF.io,16871422,1192,[]
ancient8,a8,Ancient8,30649055,874,[]
kin,kin,Kin,16884673,1191,[]
myria,myria,Myria,30823355,873,[]
pain,pain,Pain,16898267,1206,[]
stader-maticx,maticx,Stader MaticX,30868513,872,[]
basenji,benji,Basenji,16937772,1190,[]
milady-meme-coin,ladys,Milady Meme Coin,30901904,871,[]
myro,$myro,Myro,16997337,1189,[]
ampleforth-governance-token,forth,Ampleforth Governance,31021091,870,[]
infrafred-bgt,ibgt,Infrared BGT,17002165,1181,[]
omisego,omg,OMG Network,31100229,869,[]
ceek,ceek,CEEK Smart VR,17003107,1188,[]
dacxi,dxi,Dacxi,31131861,868,[]
pharaoh,phar,Pharaoh,17007224,1187,[]
lukso-token-2,lyx,LUKSO,31313368,867,[]
skey-network,skey,Skey Network,17008797,1186,[]
slerf,slerf,Slerf,31412671,865,[]
verasity,vra,Verasity,17050060,1185,[]
limewire-token,lmwr,LimeWire,31433185,863,[]
trias-token,trias,TriasLab,17052885,1183,[]
tajir-tech-hub,tjrm,Tajir Tech Hub,31440370,864,[]
bitrue-token,btr,Bitrue Coin,17056440,1184,[]
amaterasu-omikami,omikami,AMATERASU OMIKAMI,31545216,862,[]
savings-crvusd,scrvusd,Savings crvUSD,17057457,1182,[]
deapcoin,dep,DEAPCOIN,31625170,861,[]
santos-fc-fan-token,santos,Santos FC Fan Token,17105197,1180,[]
lumia,lumia,Lumia,31650778,860,[]
oort,oort,OORT,17210758,1179,[]
pepe-unchained,pepu,Pepe Unchained,31733587,859,[]
dragonchain,drgn,Dragonchain,17252025,1178,[]
paraswap,psp,ParaSwap,31734770,866,[]
gems-vip,gems,Gems VIP,17343754,1177,[]
penumbra,um,Penumbra,31738858,858,[]
liquid-mercury,merc,Liquid Mercury,17352068,1176,[]
games-for-a-living,gfal,Games for a Living,31764187,857,[]
lukso-token,lyxe,LUKSO [OLD],17380573,1175,[]
neon,neon,Neon,31780880,856,[]
stratovm,svm,StratoVM,17427648,1170,[]
noon-usn,usn,Noon USN,31850441,855,[]
vebetterdao,b3tr,VeBetterDAO,17431023,1174,[]
sai,sai,Sai,31865912,854,[]
broccoli-3,broccoli,Broccoli,17443189,1172,[]
agoric,bld,Agoric,31892276,892,[]
sanctum-2,cloud,Cloud,17468872,1173,[]
genesysgo-shadow,shdw,Shadow Token,31895972,853,[]
onfa,oft,ONFA,17495060,1171,[]
marcopolo,mapo,MAP Protocol,32015062,851,[]
ramp,ramp,RAMP [OLD],17583169,1169,[]
pangolin,png,Pangolin,32035180,852,[]
sappy-seals-pixl,pixl,PIXL,17644083,1168,[]
automata,ata,Automata,32138022,849,[]
rupiah-token,idrt,Rupiah Token,17655993,1167,[]
radiant-capital,rdnt,Radiant Capital,32254549,848,[]
quickswap,quick,Quickswap,17716147,1165,[]
bitcoin-wizards,wzrd,Bitcoin Wizards,32455951,847,[]
biswap,bsw,Biswap,17719046,1166,[]
gearbox,gear,Gearbox,32466729,846,[]
gogopool-ggavax,ggavax,GoGoPool ggAVAX,17745959,1164,[]
redbelly-network-token,rbnt,Redbelly Network,32582788,845,[]
quick,quick,Quickswap [OLD],17778189,1163,[]
alpha-quark-token,aqt,Alpha Quark,32589793,842,[]
arbdoge-ai,aidoge,ArbDoge AI,17794056,1162,[]
tokenfi,token,TokenFi,32596817,844,[]
ripple,xrp,XRP,135743747124,4,[]
nacho-the-kat,nacho,Nacho the Kat,7724638,1606,[]
massa,mas,Massa,7730769,1605,[]
xsushi,xsushi,xSUSHI,7764653,1603,[]
drop-staked-atom,datom,Drop Staked ATOM,7777065,1602,[]
aerobud,aerobud,AEROBUD,7788619,1600,[]
laos-network,laos,LAOS Network,7789598,1598,[]
ambire-wallet,wallet,Ambire Wallet,7792082,1599,[]
dovu-2,dovu,DOVU,7800278,1604,[]
financie-token,fnct,Financie Token,7806192,1597,[]
sipher,sipher,SIPHER,7815116,1596,[]
saitachain-coin-2,stc,SaitaChain Coin,7834468,1595,[]
zenon-2,znn,Zenon,7844730,1593,[]
serum,srm,Serum,7850924,1594,[]
tgold,txau,tGOLD,7863222,1592,[]
npc-on-solana,npcs,NPC On Solana,7883298,1591,[]
base-god,tybg,Base God,7930580,1589,[]
lrt-squared,king,King Protocol,7931134,1590,[]
muse-2,muse,Muse DAO,7958936,1582,[]
360noscope420blazeit,mlg,360noscope420blazeit,7970188,1588,[]
nexacoin,nexa,Nexa,7973263,1585,[]
hsuite,hsuite,HbarSuite,7982506,1586,[]
toby-toadgod,toby,Toby ToadGod,7983734,1587,[]
phantasma,soul,Phantasma,8010228,1584,[]
primate,primate,Primate,8016129,1583,[]
gg-metagame,ggmt,GG MetaGame,8032847,1581,[]
ethervista,vista,Ethervista,8044790,1575,[]
viberate,vib,Viberate,8063965,1577,[]
kilt-protocol,kilt,KILT Protocol,8068198,1578,[]
cod3x,cdx,Cod3x,8081344,1579,[]
qlink,qlc,Kepple [OLD],8086754,1576,[]
torus,torus,Torus,8087027,1573,[]
stratos,stos,Stratos,8101819,1426,[]
lif3,lif3,LIF3 (OLD),8104180,1574,[]
derace,zerc,zkRace,8111920,1572,[]
mcdex,mcb,MUX Protocol,8142415,1570,[]
galaxia,gxa,Galaxia,8144465,1571,[]
strawberry-ai,berry,Strawberry AI,8190329,1548,[]
graphlinq-protocol,glq,GraphLinq Chain,8224685,1569,[]
smart-valor,valor,Smart Valor,8231356,1568,[]
ether-fi-staked-eigen,eeigen,ether.fi Staked EIGEN,8244851,1567,[]
flock-2,flock,FLOCK,8251601,1565,[]
bearxrpl,$bear,BEARXRPL,8280366,1566,[]
dingocoin,dingo,Dingocoin,8300582,1563,[]
timeless,lit,Timeless,8301392,1564,[]
decimal,del,Decimal,8333954,1561,[]
party-4,party,Party,8335747,1558,[]
emercoin,emc,EmerCoin,8351012,1560,[]
axel,axel,AXEL,8359792,1559,[]
babyboomtoken,bbt,BabyBoomToken,8391991,1557,[]
hawk-2,hawk,Hawk,8433959,1556,[]
dogi,dogi,dogi,8437263,1555,[]
modclub,dcd,DecideAI,8473732,1554,[]
bitcoin-usd-btcfi,btcusd,Bitcoin USD (BTCFi),8499640,1553,[]
gt-protocol,gtai,GT Protocol,8524657,1551,[]
broccoli-4,broccoli,Broccoli,8564752,1552,[]
squidgrow-2,sqgrow,SquidGrow,8565788,1547,[]
router-protocol-2,route,Router Protocol,8565927,1550,[]
tectonic,tonic,Tectonic,8606688,1549,[]
stardoge,stardoge,StarDOGE,8615370,1540,[]
unit-00-rei,rei,Rei,8616979,1546,[]
flux-token,flx,Flux Protocol,8620060,1562,[]
nuklai,nai,Nuklai,8645872,1545,[]
aurory,aury,Aurory,8659940,1544,[]
chainlink,link,Chainlink,9715372372,14,[]
pi-network,pi,Pi Network,11446007826,12,[]
staked-ether,steth,Lido Staked Ether,20433523897,11,[]
pwease,pwease,Pwease,32598172,843,[]
keyboard-cat-base,keycat,Keyboard Cat (Base),17877476,1160,[]
jambo,j,Jambo,32620457,841,[]
lido-staked-sol,stsol,Lido Staked SOL,17928472,1159,[]
